8.70, 22.41
1, -819 
1, 529 
1, 2405 
1, 3293 
1, 3899 
1, 4395 
1, 5788 
1, 9283 
1, 14597 
1, 20749 
1, 26324 
1, 30092 
1, 28841 
1, 22025 
1, 13379 
1, 7784 
1, 8994 
1, 10751 
1, 12605 
1, 14325 
1, 15685 
1, 16387 
1, 16224 
1, 15030 
1, 13100 
1, 10591 
0, 8483 
0, 5902 
0, 4526 
0, 2671 
0, 1780 
0, 782 
0, 298 
0, -898 
0, -3827 
0, -8767 
0, -13313 
0, -19383 
0, -22937 
0, -25194 
0, -22377 
0, -15008 
0, -6128 
0, -2679 
0, -3992 
0, -5487 
0, -6961 
0, -8649 
0, -10008 
0, -10573 
0, -10318 
0, -8896 
0, -6804 
0, -4235 
1, -1946 
1, 174 
1, 1668 
1, 2872 
1, 3480 
1, 4077 
1, 5730 
1, 9465 
1, 13550 
1, 19441 
1, 23911 
1, 28103 
1, 28997 
1, 23755 
1, 17471 
1, 8725 
1, 6276 
1, 7260 
1, 8490 
1, 10192 
1, 11397 
1, 12998 
1, 13638 
1, 13749 
1, 13319 
1, 11586 
1, 9521 
0, 7041 
0, 4525 
0, 2825 
0, 1214 
0, 330 
0, -264 
0, -1134 
0, -3739 
0, -8149 
0, -14131 
0, -19896 
0, -24717 
0, -26280 
0, -21073 
0, -12678 
0, -4481 
0, -3260 
0, -4130 
0, -5836 
0, -7027 
0, -9030 
0, -10151 
0, -10936 
0, -11097 
0, -10472 
0, -9314 
0, -7137 
0, -5049 
1, -2576 
1, -535 
1, 1231 
1, 2479 
1, 3763 
1, 4579 
1, 5535 
1, 8619 
1, 13502 
1, 19726 
1, 25547 
1, 29829 
1, 30276 
1, 24142 
1, 15562 
1, 7882 
1, 8838 
1, 10121 
1, 11542 
1, 12845 
1, 14278 
1, 14964 
1, 15020 
1, 14504 
1, 12740 
1, 11024 
0, 8348 
0, 6587 
0, 4646 
0, 3374 
0, 2566 
0, 2037 
0, 1067 
0, 318 
0, -2346 
0, -5884 
0, -11670 
0, -16617 
0, -21812 
0, -24646 
0, -23203 
0, -16300 
0, -7477 
0, -2178 
0, -3331 
0, -4790 
0, -6187 
0, -7686 
0, -9172 
0, -9733 
0, -9602 
0, -8495 
0, -6322 
0, -3970 
1, -1660 
1, 628 
1, 2381 
1, 3590 
1, 4483 
1, 5019 
1, 6171 
1, 8689 
1, 13726 
1, 18266 
1, 24350 
1, 28382 
1, 31444 
1, 29094 
1, 21714 
1, 14858 
1, 8642 
1, 9418 
1, 10637 
1, 12035 
1, 13693 
1, 15073 
1, 16286 
1, 16692 
1, 16368 
1, 15826 
1, 13793 
1, 11418 
0, 9115 
0, 6808 
0, 4674 
0, 3148 
0, 2128 
0, 1448 
0, 560 
0, -2930 
0, -8066 
0, -13994 
0, -19567 
0, -23634 
0, -22992 
0, -16229 
0, -7853 
0, -1900 
0, -3146 
0, -4565 
0, -6159 
0, -7401 
0, -8900 
0, -9923 
0, -10059 
0, -9751 
0, -8394 
0, -6895 
0, -4339 
1, -2167 
1, 509 
1, 1973 
1, 3683 
1, 4805 
1, 5469 
1, 5925 
1, 7373 
1, 11063 
1, 16228 
1, 22421 
1, 27742 
1, 31232 
1, 28849 
1, 21527 
