55.00, 11603.10, 1.25
55.10, 11126.41, 1.26
55.20, 10688.32, 1.28
55.30, 10308.93, 1.31
55.40, 10003.64, 1.35
55.50, 9787.58, 1.39
55.60, 9671.34, 1.43
55.70, 9662.92, 1.48
55.80, 9762.76, 1.53
55.90, 9965.27, 1.57
56.00, 10257.64, 1.60
56.10, 10630.22, 1.63
56.20, 11062.25, 1.65
56.30, 11537.37, 1.66
56.40, 12040.38, 1.66
56.50, 12555.80, 1.65
56.60, 13068.12, 1.64
56.70, 13567.48, 1.62
56.80, 14040.97, 1.59
56.90, 14480.49, 1.56
57.00, 14876.05, 1.52
57.10, 15222.45, 1.48
57.20, 15512.79, 1.43
57.30, 15741.37, 1.39
57.40, 15904.23, 1.33
57.50, 15998.29, 1.28
57.60, 16020.83, 1.22
57.70, 15969.57, 1.16
57.80, 15843.44, 1.10
57.90, 15642.54, 1.04
58.00, 15366.38, 0.97
58.10, 15015.64, 0.90
58.20, 14594.20, 0.83
58.30, 14100.75, 0.75
58.40, 13543.19, 0.67
58.50, 12921.74, 0.59
58.60, 12245.02, 0.50
58.70, 11517.16, 0.41
58.80, 10748.02, 0.31
58.90, 9946.11, 0.20
59.00, 9123.72, 0.08
59.10, 8300.23, -0.06
59.20, 7496.56, -0.22
59.30, 6746.14, -0.40
59.40, 6088.81, -0.61
59.50, 5580.80, -0.85
59.60, 5284.07, -1.13
59.70, 5245.65, -1.42
59.80, 5477.97, -1.71
59.90, 5950.81, -1.97
60.00, 6607.08, -2.20
60.10, 7393.21, -2.39
60.20, 8259.53, -2.56
60.30, 9172.54, -2.70
60.40, 10107.17, -2.83
60.50, 11040.92, -2.95
60.60, 11958.00, -3.05
60.70, 12850.00, 3.13
60.80, 13706.01, 3.04
60.90, 14516.58, 2.95
61.00, 15275.82, 2.86
61.10, 15976.79, 2.78
61.20, 16615.94, 2.70
61.30, 17188.35, 2.63
61.40, 17689.23, 2.55
61.50, 18117.04, 2.48
61.60, 18467.96, 2.41
61.70, 18741.38, 2.34
61.80, 18935.16, 2.28
61.90, 19049.76, 2.21
62.00, 19084.65, 2.15
62.10, 19040.63, 2.09
62.20, 18918.38, 2.03
62.30, 18720.58, 1.97
62.40, 18449.52, 1.91
62.50, 18106.61, 1.86
62.60, 17698.74, 1.81
62.70, 17226.39, 1.76
62.80, 16697.24, 1.72
62.90, 16117.47, 1.67
63.00, 15491.88, 1.63
63.10, 14828.16, 1.60
63.20, 14136.51, 1.57
63.30, 13424.67, 1.55
63.40, 12706.01, 1.53
63.50, 11991.19, 1.52
63.60, 11296.80, 1.52
63.70, 10637.63, 1.54
63.80, 10031.99, 1.56
63.90, 9498.24, 1.59
64.00, 9060.77, 1.64
64.10, 8733.27, 1.69
64.20, 8532.12, 1.75
64.30, 8464.52, 1.82
64.40, 8528.44, 1.88
64.50, 8713.64, 1.94
64.60, 9003.06, 1.99
64.70, 9374.88, 2.03
64.80, 9808.45, 2.05
64.90, 10282.50, 2.07
175.00, 3696.56, 1.76
175.10, 3657.00, 1.75
175.20, 3616.03, 1.75
175.30, 3574.13, 1.75
175.40, 3531.79, 1.75
175.50, 3489.10, 1.75
175.60, 3446.71, 1.75
175.70, 3404.23, 1.75
