55.00, 131.46, 2.44
55.10, 411.87, 1.37
55.20, 715.14, 0.93
55.30, 972.20, 0.57
55.40, 1153.56, 0.23
55.50, 1236.92, -0.10
55.60, 1209.79, -0.43
55.70, 1070.02, -0.75
55.80, 825.77, -1.08
55.90, 495.84, -1.42
56.00, 110.97, -1.88
56.10, 300.42, 1.20
56.20, 690.43, 0.85
56.30, 1024.34, 0.52
56.40, 1265.17, 0.20
56.50, 1385.02, -0.11
56.60, 1365.07, -0.42
56.70, 1199.54, -0.73
56.80, 897.34, -1.02
56.90, 480.60, -1.26
57.00, 78.33, 0.19
57.10, 569.58, 0.97
57.20, 1090.44, 0.71
57.30, 1547.87, 0.42
57.40, 1886.28, 0.11
57.50, 2065.53, -0.20
57.60, 2053.32, -0.52
57.70, 1834.50, -0.83
57.80, 1413.05, -1.16
57.90, 813.46, -1.51
58.00, 98.96, -2.52
58.10, 753.61, 1.18
58.20, 1579.17, 0.81
58.30, 2332.80, 0.48
58.40, 2935.27, 0.16
58.50, 3302.83, -0.16
58.60, 3371.19, -0.48
58.70, 3088.99, -0.80
58.80, 2424.13, -1.12
58.90, 1374.46, -1.46
59.00, 69.09, 2.40
59.10, 1766.82, 1.13
59.20, 3739.12, 0.80
59.30, 5857.90, 0.48
59.40, 8021.46, 0.16
59.50, 10107.29, -0.16
59.60, 12001.32, -0.48
59.70, 13606.32, -0.79
59.80, 14818.66, -1.10
59.90, 15569.61, -1.42
60.00, 15817.08, -1.73
60.10, 15545.64, -2.05
60.20, 14770.08, -2.36
60.30, 13533.62, -2.68
60.40, 11912.59, -2.99
60.50, 9994.63, 2.98
60.60, 7894.21, 2.67
60.70, 5720.89, 2.36
60.80, 3596.24, 2.06
60.90, 1622.61, 1.78
61.00, 155.92, -2.54
61.10, 1524.94, -2.13
61.20, 2570.55, -2.41
61.30, 3227.95, -2.71
61.40, 3503.27, -3.02
61.50, 3427.30, 2.95
61.60, 3049.91, 2.64
61.70, 2440.36, 2.33
61.80, 1675.22, 2.02
61.90, 839.31, 1.71
62.00, 16.78, 2.32
62.10, 740.23, -2.09
62.20, 1350.45, -2.40
62.30, 1779.55, -2.71
62.40, 2005.89, -3.03
62.50, 2025.33, 2.94
62.60, 1852.53, 2.62
62.70, 1517.72, 2.30
62.80, 1064.75, 1.97
62.90, 543.39, 1.60
